ticker,strategy_code,template_code,template_label,entry_rule,exit_mode,target_pct,stop_pct,holding_days,state_size,state_signature,feature_keys,m_trades,m_success,m_win_pct,m_avg_return_pct,m_net_return_pct,m_take_profit,m_stop_loss,m_profit_factor,m_returns,m1_trades,m1_success,m1_win_pct,m1_avg_return_pct,m2_trades,m2_success,m2_win_pct,m2_avg_return_pct,m3_trades,m3_success,m3_win_pct,m3_avg_return_pct,v_trades,v_success,v_win_pct,v_avg_return_pct,v_profit_factor,v_returns,o_trades,o_success,o_win_pct,o_avg_return_pct,o_profit_factor,o_returns,first_trade_date,last_trade_date,wilson_ci95_lower_pct,binomial_p_mining,binomial_p_val,bootstrap_avg_return_lower_pct,bootstrap_avg_return_upper_pct,walk_forward_status,fdr_q_value,final_score
BBAS3,r11_day_r11mini_BBAS3_open_tp2_0_sl2_0_cap3__3f__close_vs_sma50=up_1_5__drawdown_5d=near_high__prev_ret_10d=up_5_8,open_tp2_0_sl2_0_cap3,open -> alvo 2% / stop 2% em ate 3 pregoes,open,target_stop_swing,2.0000,2.0000,3,3,Fechamento vs MM50: acima leve; Queda desde maxima 5D: perto da maxima; Retorno acumulado 10D: alta de 5% a 8%,"close_vs_sma50,drawdown_5d,prev_ret_10d",38,28,73.6842,0.9474,36.0000,28,10,2.8000,2.000000;2.000000;-2.000000;-2.000000;-2.000000;-2.000000;2.000000;2.000000;2.000000;2.000000;-2.000000;-2.000000;2.000000;2.000000;-2.000000;-2.000000;-2.000000;-2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000,10,6,60.0000,0.4000,20,14,70.0000,0.8000,8,8,100.0000,2.0000,14,12,85.7143,1.4286,6.0000,2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;-2.000000;-2.000000;2.000000;2.000000;2.000000;2.000000,0,0,0.0000,0.0000,0.0000,,2018-01-03,2025-11-04,57.9908,0.00175031,0.0037632,0.4211,1.4737,PASSOU 3/3 (60%/70%/100%),0.0103119,548.0247
SMFT3,r11_day_r11mini_SMFT3_open_tp2_0_sl2_0_cap2__3f__bb_position_20=near_low__close_location_prev=middle__close_vs_sma20=dn_5_10,open_tp2_0_sl2_0_cap2,open -> alvo 2% / stop 2% em ate 2 pregoes,open,target_stop_swing,2.0000,2.0000,2,3,Posicao nas Bandas de Bollinger 20D: fechou perto da minima; Posicao do fechamento no candle: fechou no meio; Fechamento vs MM20: abaixo forte,"bb_position_20,close_location_prev,close_vs_sma20",38,28,73.6842,0.9474,36.0000,28,10,2.8000,2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;-2.000000;-2.000000;2.000000;2.000000;-2.000000;-2.000000;2.000000;2.000000;-2.000000;-2.000000;2.000000;2.000000;-2.000000;-2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;-2.000000;-2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000,0,0,0.0000,0.0000,16,10,62.5000,0.5000,22,18,81.8182,1.2727,14,12,85.7143,1.4286,6.0000,2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;-2.000000;-2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000,12,8,66.6667,0.6667,2.0000,2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;-2.000000;-2.000000;-2.000000;-2.000000;2.000000;2.000000,2021-09-10,2026-05-05,57.9908,0.00175031,0.0037632,0.4211,1.4737,PASSOU 2/2 (—/62%/81%),0.0103119,548.0247
SMFT3,r11_day_r11mini_SMFT3_open_tp2_0_sl2_0_cap3__3f__bb_position_20=near_low__close_location_prev=middle__close_vs_sma20=dn_5_10,open_tp2_0_sl2_0_cap3,open -> alvo 2% / stop 2% em ate 3 pregoes,open,target_stop_swing,2.0000,2.0000,3,3,Posicao nas Bandas de Bollinger 20D: fechou perto da minima; Posicao do fechamento no candle: fechou no meio; Fechamento vs MM20: abaixo forte,"bb_position_20,close_location_prev,close_vs_sma20",38,28,73.6842,0.9474,36.0000,28,10,2.8000,2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;-2.000000;-2.000000;2.000000;2.000000;-2.000000;-2.000000;2.000000;2.000000;-2.000000;-2.000000;2.000000;2.000000;-2.000000;-2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;-2.000000;-2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000,0,0,0.0000,0.0000,16,10,62.5000,0.5000,22,18,81.8182,1.2727,14,12,85.7143,1.4286,6.0000,2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;-2.000000;-2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000,12,8,66.6667,0.6667,2.0000,2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;-2.000000;-2.000000;-2.000000;-2.000000;2.000000;2.000000,2021-09-10,2026-05-05,57.9908,0.00175031,0.0037632,0.4211,1.4737,PASSOU 2/2 (—/62%/81%),0.0103119,548.0247
SANB11,r11_day_r11day_SANB11_open_tp1_0_sl2_0_cap1__3f__day_of_week=fri__lower_wick_ratio_prev=mid__range_position_10d=lower_band,open_tp1_0_sl2_0_cap1,open -> alvo 1% / stop 2% em ate 1 pregao,open,target_stop_swing,1.0000,2.0000,1,3,Dia da semana: sexta-feira; Pavio inferior do candle: medio; Posicao no range 10D: fechou na metade inferior,"day_of_week,lower_wick_ratio_prev,range_position_10d",38,32,84.2105,0.5529,21.0116,32,4,2.9122,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-2.000000;-2.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-2.000000;-2.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-1.494188;-1.494188;1.000000;1.000000,8,8,100.0000,1.0000,14,12,85.7143,0.5714,16,12,75.0000,0.3132,10,8,80.0000,0.5786,3.6138,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-1.106880;-1.106880,0,0,0.0000,0.0000,0.0000,,2018-03-09,2025-10-03,69.5829,1.23451e-05,0.0288897,0.1848,0.8554,PASSOU 3/3 (100%/85%/75%),0.000529781,548.0026
CURY3,r11_day_r11mini_CURY3_close_tp2_0_sl2_0_cap3__3f__close_vs_ema21=up_5_10__close_vs_sma5=up_1_5__rsi_14=neutral_high,close_tp2_0_sl2_0_cap3,close -> alvo 2% / stop 2% em ate 3 pregoes,close,target_stop_swing,2.0000,2.0000,3,3,Fechamento vs EMA21: acima forte; Fechamento vs MM5: acima leve; RSI 14 periodos: RSI neutro alto,"close_vs_ema21,close_vs_sma5,rsi_14",64,44,68.7500,0.7500,48.0000,44,20,2.2000,2.000000;2.000000;2.000000;2.000000;-2.000000;-2.000000;-2.000000;-2.000000;-2.000000;-2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;-2.000000;-2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;-2.000000;-2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;-2.000000;-2.000000;2.000000;2.000000;-2.000000;-2.000000;2.000000;2.000000;-2.000000;-2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;-2.000000;-2.000000;2.000000;2.000000;-2.000000;-2.000000;2.000000;2.000000,0,0,0.0000,0.0000,28,20,71.4286,0.8571,36,24,66.6667,0.6667,14,12,85.7143,1.9275,INF,1.492546;1.492546;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000,2,0,0.0000,-2.0000,0.0000,-2.000000;-2.000000,2021-01-13,2026-01-28,56.6074,0.00134997,0.0037632,0.3125,1.1875,PASSOU 2/2 (—/71%/66%),0.00882697,547.9947
ABEV3,r11_day_r11day_ABEV3_open_tp1_0_sl2_0_cap1__3f__close_vs_ema200=up_1_5__compression_3v20=normal__positive_days_10d=neutral,open_tp1_0_sl2_0_cap1,open -> alvo 1% / stop 2% em ate 1 pregao,open,target_stop_swing,1.0000,2.0000,1,3,Fechamento vs EMA200: acima leve; Compressao 3D vs 20D: normal; Dias positivos nos ultimos 10 pregoes: 4 a 5 dias positivos em 10D,"close_vs_ema200,compression_3v20,positive_days_10d",102,72,70.5882,0.3526,35.9670,72,16,1.9408,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-2.000000;-2.000000;-2.000000;-2.000000;0.606388;0.606388;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-0.952382;-0.952382;0.212420;0.212420;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.213216;0.213216;1.000000;1.000000;-2.000000;-2.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-2.000000;-2.000000;-2.000000;-2.000000;1.000000;1.000000;1.000000;1.000000;-0.777969;-0.777969;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-1.385040;-1.385040;1.000000;1.000000;0.066885;0.066885;1.000000;1.000000;-2.000000;-2.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-2.000000;-2.000000;1.000000;1.000000;-2.000000;-2.000000,40,26,65.0000,0.3540,30,24,80.0000,0.4815,32,22,68.7500,0.2301,14,12,85.7143,0.7400,7.3200,1.000000;1.000000;-0.819673;-0.819673;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000,0,0,0.0000,0.0000,0.0000,,2019-02-04,2025-07-30,61.1282,1.60183e-05,0.0037632,0.1013,0.5596,PASSOU 3/3 (65%/80%/68%),0.000660828,547.9925
BBDC3,r11_day_r11day_BBDC3_open_tp1_0_sl2_0_cap1__3f__day_of_month_bucket=second_half__prev_ret_20d=shock_up__sma5_vs_sma20=up_5_10,open_tp1_0_sl2_0_cap1,open -> alvo 1% / stop 2% em ate 1 pregao,open,target_stop_swing,1.0000,2.0000,1,3,Dia do mes (bucket): segunda metade; Retorno acumulado 20D: choque de alta; MM5 vs MM20: acima forte,"day_of_month_bucket,prev_ret_20d,sma5_vs_sma20",108,80,74.0741,0.4200,45.3574,80,16,2.2226,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-2.000000;-2.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-2.000000;-2.000000;-2.000000;-2.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-2.000000;-2.000000;1.000000;1.000000;0.180435;0.180435;-2.000000;-2.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-2.000000;-2.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-2.000000;-2.000000;1.000000;1.000000;0.603124;0.603124;1.000000;1.000000;1.000000;1.000000;-0.977384;-0.977384;-2.000000;-2.000000;1.000000;1.000000;1.000000;1.000000;-0.294770;-0.294770;0.444426;0.444426;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-1.277110;-1.277110;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000,64,48,75.0000,0.3181,16,10,62.5000,0.3282,28,22,78.5714,0.7052,12,10,83.3333,0.5000,2.5000,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-2.000000;-2.000000;1.000000;1.000000;1.000000;1.000000,10,4,40.0000,-0.8000,0.3333,1.000000;1.000000;1.000000;1.000000;-2.000000;-2.000000;-2.000000;-2.000000;-2.000000;-2.000000,2018-01-23,2026-04-23,65.0833,2.81644e-07,0.0104606,0.1979,0.6128,PASSOU 3/3 (75%/62%/78%),6.01093e-05,547.9910
RDOR3,r11_day_r11mini_RDOR3_open_tp2_0_sl2_0_cap2__3f__close_vs_sma50=up_5_10__gap_vs_atr14=rel_near__prev_ret_10d=shock_up,open_tp2_0_sl2_0_cap2,open -> alvo 2% / stop 2% em ate 2 pregoes,open,target_stop_swing,2.0000,2.0000,2,3,Fechamento vs MM50: acima forte; Gap vs ATR14: perto do normal; Retorno acumulado 10D: choque de alta,"close_vs_sma50,gap_vs_atr14,prev_ret_10d",34,28,82.3529,1.4291,48.5881,28,4,7.0735,2.000000;2.000000;2.000000;2.000000;-2.000000;-2.000000;0.294057;0.294057;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;-2.000000;-2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000,0,0,0.0000,0.0000,18,14,77.7778,1.3660,16,14,87.5000,1.5000,18,14,77.7778,1.5024,7.7609,-2.000000;-2.000000;1.521877;1.521877;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000,2,0,0.0000,-2.0000,0.0000,-2.000000;-2.000000,2021-08-23,2026-02-23,66.4859,8.06842e-05,0.00921105,0.9585,1.8322,PASSOU 2/2 (—/77%/87%),0.0016369,547.9831
PSSA3,r11_day_r11day_PSSA3_open_tp1_0_sl1_5_cap1__3f__atr_return_5d=rel_soft_up__days_since_options_expiry=far__drawdown_5d=near_high,open_tp1_0_sl1_5_cap1,open -> alvo 1% / stop 1.5% em ate 1 pregao,open,target_stop_swing,1.0000,1.5000,1,3,Retorno 5D normalizado por ATR: levemente acima; Dias desde vencimento de opcoes B3: muito apos vencimento; Queda desde maxima 5D: perto da maxima,"atr_return_5d,days_since_options_expiry,drawdown_5d",55,39,70.9091,0.3991,21.9499,39,10,2.2171,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.984533;1.000000;-0.699080;-0.699418;1.000000;1.000000;-1.500000;1.000000;1.000000;-1.500000;-1.500000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-1.500000;-1.500000;1.000000;1.000000;1.000000;1.000000;-1.500000;1.000000;-1.500000;1.000000;-1.500000;1.000000;-1.500000;1.000000;1.000000;1.000000;-1.500000;1.000000;1.000000;1.000000;1.000000;1.000000;-0.344422;-0.806450;-0.485305;1.000000;1.000000,25,19,76.0000,0.5634,12,8,66.6667,0.1667,18,12,66.6667,0.3258,16,14,87.5000,0.9222,172.1556,1.000000;1.000000;1.000000;1.000000;1.000000;0.841754;1.000000;1.000000;1.000000;1.000000;-0.086211;1.000000;1.000000;1.000000;1.000000;1.000000,3,2,66.6667,0.1667,1.3333,-1.500000;1.000000;1.000000,2018-01-03,2026-02-11,57.8590,0.00096337,0.00134997,0.1265,0.6438,PASSOU 3/3 (76%/66%/66%),0.0072246,547.9771
SBSP3,r11_day_r11mini_SBSP3_close_tp2_0_sl2_0_cap3__3f__day_of_week=tue__gap_filled_prev=gap_dn_filled__prev_ret_1d=flat,close_tp2_0_sl2_0_cap3,close -> alvo 2% / stop 2% em ate 3 pregoes,close,target_stop_swing,2.0000,2.0000,3,3,Dia da semana: terca-feira; Gap do candle de referencia preenchido: gap de baixa preenchido; Retorno acumulado 1D: neutro,"day_of_week,gap_filled_prev,prev_ret_1d",54,38,70.3704,0.8148,44.0000,38,16,2.3750,-2.000000;-2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;-2.000000;-2.000000;-2.000000;-2.000000;2.000000;2.000000;2.000000;2.000000;-2.000000;-2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;-2.000000;-2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;-2.000000;-2.000000;2.000000;2.000000;2.000000;2.000000;-2.000000;-2.000000;2.000000;2.000000;-2.000000;-2.000000;2.000000;2.000000;2.000000;2.000000,26,18,69.2308,0.7692,14,10,71.4286,0.8571,14,10,71.4286,0.8571,14,12,85.7143,1.7677,INF,2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;0.374069;0.374069,0,0,0.0000,0.0000,0.0000,,2018-06-12,2025-12-09,57.1722,0.00137761,0.0037632,0.2963,1.2593,PASSOU 3/3 (69%/71%/71%),0.0088823,547.9615
TOTS3,r11_day_r11mini_TOTS3_close_tp2_0_sl2_0_cap3__3f__gap_filled_prev=gap_dn_filled__inside_bar_prev=inside__sma20_slope_5d=near,close_tp2_0_sl2_0_cap3,close -> alvo 2% / stop 2% em ate 3 pregoes,close,target_stop_swing,2.0000,2.0000,3,3,Gap do candle de referencia preenchido: gap de baixa preenchido; Candle de referencia em inside bar: candle interno; Inclinacao da MM20 em 5D: perto do equilibrio,"gap_filled_prev,inside_bar_prev,sma20_slope_5d",32,28,87.5000,1.5000,48.0000,28,4,7.0000,2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;-2.000000;-2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;-2.000000;-2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000,14,12,85.7143,1.4286,6,6,100.0000,2.0000,12,10,83.3333,1.3333,16,12,75.0000,1.0000,3.0000,-2.000000;-2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;-2.000000;-2.000000,2,0,0.0000,-2.0000,0.0000,-2.000000;-2.000000,2018-04-11,2026-01-12,71.9314,1.10526e-05,0.0227501,1.0000,1.8750,PASSOU 3/3 (85%/100%/83%),0.000526325,547.9603
VIVA3,r11_day_r11mini_VIVA3_open_tp3_0_sl2_5_cap2__3f__atr_return_1d=rel_soft_dn__atr_return_5d=rel_shock_dn__prev_ret_5d=shock_dn,open_tp3_0_sl2_5_cap2,open -> alvo 3% / stop 2.5% em ate 2 pregoes,open,target_stop_swing,3.0000,2.5000,2,3,Retorno 1D normalizado por ATR: levemente abaixo; Retorno 5D normalizado por ATR: muito abaixo do normal; Retorno acumulado 5D: choque de baixa,"atr_return_1d,atr_return_5d,prev_ret_5d",38,28,73.6842,1.6421,62.3992,28,8,3.8887,3.000000;3.000000;3.000000;3.000000;-2.500000;-2.500000;3.000000;3.000000;3.000000;3.000000;-2.500000;-2.500000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;-2.500000;-2.500000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;-0.800403;-0.800403;3.000000;3.000000;-2.500000;-2.500000,8,6,75.0000,1.6250,16,12,75.0000,1.6250,14,10,71.4286,1.6714,12,10,83.3333,2.0833,6.0000,3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;-2.500000;-2.500000;3.000000;3.000000;3.000000;3.000000,12,6,50.0000,0.2500,1.2000,-2.500000;-2.500000;3.000000;3.000000;3.000000;3.000000;-2.500000;-2.500000;3.000000;3.000000;-2.500000;-2.500000,2020-02-11,2026-05-13,57.9908,0.00175031,0.0104606,0.8737,2.3210,PASSOU 3/3 (75%/75%/71%),0.0103119,547.9529
BBDC3,r11_day_r11day_BBDC3_open_tp1_0_sl1_5_cap1__3f__atr14_pct=normal__close_vs_ema9=up_1_5__close_vs_sma20=up_5_10,open_tp1_0_sl1_5_cap1,open -> alvo 1% / stop 1.5% em ate 1 pregao,open,target_stop_swing,1.0000,1.5000,1,3,ATR14 em % do preco: normal; Fechamento vs EMA9: acima leve; Fechamento vs MM20: acima forte,"atr14_pct,close_vs_ema9,close_vs_sma20",94,70,74.4681,0.4064,38.2062,70,22,2.1578,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-1.500000;-1.500000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-1.500000;-1.500000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-1.500000;-1.500000;-1.500000;-1.500000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-1.500000;-1.500000;-1.500000;-1.500000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-1.500000;-1.500000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-1.500000;-1.500000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.603124;0.603124;-1.500000;-1.500000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-1.500000;-1.500000;1.000000;1.000000;-1.500000;-1.500000,54,42,77.7778,0.4444,28,20,71.4286,0.4359,12,8,66.6667,0.1667,12,10,83.3333,0.5833,3.3333,1.000000;1.000000;-1.500000;-1.500000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000,8,6,75.0000,0.3750,2.0000,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-1.500000;-1.500000,2018-01-04,2026-04-20,64.8140,1.04619e-06,0.0104606,0.1895,0.6150,PASSOU 3/3 (77%/71%/66%),0.00012461,547.9489
SANB11,r11_day_r11day_SANB11_open_tp1_0_sl1_5_cap1__3f__close_vs_ema21=up_5_10__prev_ret_10d=shock_up__sma20_vs_sma50=near,open_tp1_0_sl1_5_cap1,open -> alvo 1% / stop 1.5% em ate 1 pregao,open,target_stop_swing,1.0000,1.5000,1,3,Fechamento vs EMA21: acima forte; Retorno acumulado 10D: choque de alta; MM20 vs MM50: perto do equilibrio,"close_vs_ema21,prev_ret_10d,sma20_vs_sma50",38,32,84.2105,0.6053,23.0000,32,6,3.5556,1.000000;1.000000;1.000000;1.000000;-1.500000;-1.500000;1.000000;1.000000;-1.500000;-1.500000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-1.500000;-1.500000,14,10,71.4286,0.2857,14,14,100.0000,1.0000,10,8,80.0000,0.5000,10,8,80.0000,0.5000,2.6667,-1.500000;-1.500000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000,0,0,0.0000,0.0000,0.0000,,2020-01-02,2025-11-05,69.5829,1.23451e-05,0.0288897,0.2763,0.8684,PASSOU 3/3 (71%/100%/80%),0.000529781,547.9486
TIMS3,r11_day_r11day_TIMS3_open_tp1_0_sl2_0_cap1__3f__close_vs_sma200=far_up__dollar_volume_ratio_20d=low__volume_ratio_5v20=low,open_tp1_0_sl2_0_cap1,open -> alvo 1% / stop 2% em ate 1 pregao,open,target_stop_swing,1.0000,2.0000,1,3,Fechamento vs MM200: muito acima; Volume financeiro vs media 20D: baixo; Volume 5D vs 20D: baixo,"close_vs_sma200,dollar_volume_ratio_20d,volume_ratio_5v20",30,23,76.6667,0.4387,13.1606,23,4,2.3375,1.000000;-2.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-0.291329;1.000000;1.000000;-2.000000;-0.976292;1.000000;1.000000;1.000000;1.000000;-2.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-0.571762;-2.000000;1.000000;1.000000;1.000000;1.000000,7,6,85.7143,0.5714,4,3,75.0000,0.6772,19,14,73.6842,0.3396,16,14,87.5000,0.6250,3.5000,1.000000;1.000000;1.000000;1.000000;-2.000000;-2.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000,2,2,100.0000,1.0000,INF,1.000000;1.000000,2019-12-04,2026-03-13,59.0713,0.00174357,0.00134997,0.0391,0.8000,PASSOU 3/3 (85%/75%/73%),0.0103119,547.9428
IRBR3,r11_day_r11mini_IRBR3_open_tp3_0_sl2_5_cap3__3f__drawdown_10d=dd_6_10__vol_ratio_5v20=very_low__volume_ratio_20d=low,open_tp3_0_sl2_5_cap3,open -> alvo 3% / stop 2.5% em ate 3 pregoes,open,target_stop_swing,3.0000,2.5000,3,3,Queda desde maxima 10D: 6% a 10% abaixo da maxima; Volatilidade 5D vs 20D: muito baixo; Volume vs media 20D: baixo,"drawdown_10d,vol_ratio_5v20,volume_ratio_20d",82,56,68.2927,1.3613,111.6244,56,24,2.8604,3.000000;3.000000;-2.500000;-2.500000;3.000000;3.000000;-2.500000;-2.500000;-2.500000;-2.500000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;1.812200;1.812200;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;-2.500000;-2.500000;-2.500000;-2.500000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;-2.500000;-2.500000;-2.500000;-2.500000;3.000000;3.000000;3.000000;3.000000;-2.500000;-2.500000;3.000000;3.000000;-2.500000;-2.500000;-2.500000;-2.500000;3.000000;3.000000;3.000000;3.000000;-2.500000;-2.500000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;-2.500000;-2.500000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000,6,4,66.6667,1.1667,38,24,63.1579,1.2006,38,28,73.6842,1.5526,12,10,83.3333,2.2515,10.0608,3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;-1.490942;-1.490942;3.000000;3.000000;3.000000;3.000000,6,4,66.6667,2.1430,INF,0.428853;0.428853;3.000000;3.000000;3.000000;3.000000,2019-06-17,2026-03-31,57.5960,0.000461652,0.0104606,0.8102,1.8834,PASSOU 3/3 (66%/63%/73%),0.00473361,547.9425
