operational_score,code,label,family,template_code,template_label,trade_direction,entry_rule,take_profit_pct,stop_loss_pct,time_cap_days,state_size,state_signature,feature_keys,min_trade_return_pct,tickers_with_matches,total_occurrences,successful_occurrences,success_rate_pct,profitable_trades,profitable_trade_rate_pct,take_profit_trades,take_profit_rate_pct,stop_loss_trades,stop_loss_rate_pct,time_cap_trades,time_cap_rate_pct,average_asset_move_pct,average_trade_return_pct,net_trade_return_pct,cumulative_return_pct,profit_factor,first_trade_date,last_trade_date,exit_mode,atr_target_mult,atr_stop_mult
497.0884,asset_long_open_tp1_sl4_cap5__3f__sma20_vs_sma50=dn_1_5__range_position_10d=upper_band__positive_days_5d=soft_strong,"Discovery Acao: compra no open, alvo +1% / stop -4% / cap 5D | MM20 vs MM50: abaixo leve; Posicao no range 10D: fechou na metade superior; Dias positivos nos ultimos 5 pregoes: 3 dias positivos em 5D",asset_state_discovery_round1,asset_long_open_tp1_sl4_cap5,"Discovery Acao: compra no open, alvo +1% / stop -4% / cap 5D",long,open,1.0000,4.0000,5,3,MM20 vs MM50: abaixo leve; Posicao no range 10D: fechou na metade superior; Dias positivos nos ultimos 5 pregoes: 3 dias positivos em 5D,"sma20_vs_sma50,range_position_10d,positive_days_5d",0.0000,75,327,296,90.5199,296,90.5199,295,90.2141,24,7.3394,8,2.4465,0.5802,0.5802,189.7317,543.6818,2.7950,2025-04-22,2026-04-13,percent,,
497.0444,asset_long_open_tp1_sl4_cap5__3f__sma20_slope_5d=near__gap_vs_atr14=rel_soft_dn__range_position_10d=upper_band,"Discovery Acao: compra no open, alvo +1% / stop -4% / cap 5D | Inclinacao da MM20 em 5D: perto do equilibrio; Gap vs ATR14: levemente abaixo; Posicao no range 10D: fechou na metade superior",asset_state_discovery_round1,asset_long_open_tp1_sl4_cap5,"Discovery Acao: compra no open, alvo +1% / stop -4% / cap 5D",long,open,1.0000,4.0000,5,3,Inclinacao da MM20 em 5D: perto do equilibrio; Gap vs ATR14: levemente abaixo; Posicao no range 10D: fechou na metade superior,"sma20_slope_5d,gap_vs_atr14,range_position_10d",0.0000,66,204,186,91.1765,186,91.1765,186,91.1765,16,7.8431,2,0.9804,0.5872,0.5872,119.7800,223.9053,2.8088,2025-04-22,2026-04-13,percent,,
496.9892,asset_long_open_tp1_sl4_cap5__3f__prev_ret_1d=flat__sma20_vs_sma50=dn_1_5__atr_return_5d=rel_soft_up,"Discovery Acao: compra no open, alvo +1% / stop -4% / cap 5D | Retorno acumulado 1D: neutro; MM20 vs MM50: abaixo leve; Retorno 5D normalizado por ATR: levemente acima",asset_state_discovery_round1,asset_long_open_tp1_sl4_cap5,"Discovery Acao: compra no open, alvo +1% / stop -4% / cap 5D",long,open,1.0000,4.0000,5,3,Retorno acumulado 1D: neutro; MM20 vs MM50: abaixo leve; Retorno 5D normalizado por ATR: levemente acima,"prev_ret_1d,sma20_vs_sma50,atr_return_5d",0.0000,70,270,244,90.3704,244,90.3704,243,90.0000,18,6.6667,9,3.3333,0.5859,0.5859,158.1875,372.8617,2.8597,2025-04-22,2026-04-10,percent,,
496.3459,asset_long_close_tp1_sl4_cap5__3f__prev_ret_1d=flat__intraday_return_prev=up_1_3__drawdown_10d=dd_1_3,"Discovery Acao: compra no close, alvo +1% / stop -4% / cap 5D | Retorno acumulado 1D: neutro; Retorno intraday do candle de referencia: alta de 1% a 3%; Queda desde maxima 10D: 1% a 3% abaixo da maxima",asset_state_discovery_round1,asset_long_close_tp1_sl4_cap5,"Discovery Acao: compra no close, alvo +1% / stop -4% / cap 5D",long,close,1.0000,4.0000,5,3,Retorno acumulado 1D: neutro; Retorno intraday do candle de referencia: alta de 1% a 3%; Queda desde maxima 10D: 1% a 3% abaixo da maxima,"prev_ret_1d,intraday_return_prev,drawdown_10d",0.0000,77,264,239,90.5303,239,90.5303,238,90.1515,19,7.1970,7,2.6515,0.5831,0.5831,153.9443,353.1199,2.8136,2025-04-22,2026-04-07,percent,,
493.8093,asset_long_close_tp1_sl4_cap5__3f__sma20_vs_sma50=up_1_5__intraday_return_prev=dn_1_3__day_of_week=fri,"Discovery Acao: compra no close, alvo +1% / stop -4% / cap 5D | MM20 vs MM50: acima leve; Retorno intraday do candle de referencia: queda de 1% a 3%; Dia da semana: sexta-feira",asset_state_discovery_round1,asset_long_close_tp1_sl4_cap5,"Discovery Acao: compra no close, alvo +1% / stop -4% / cap 5D",long,close,1.0000,4.0000,5,3,MM20 vs MM50: acima leve; Retorno intraday do candle de referencia: queda de 1% a 3%; Dia da semana: sexta-feira,"sma20_vs_sma50,intraday_return_prev,day_of_week",0.0000,70,206,187,90.7767,187,90.7767,187,90.7767,15,7.2816,4,1.9417,0.5702,0.5702,117.4623,216.3868,2.6892,2025-04-25,2026-04-10,percent,,
493.0617,asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__sma50_slope_10d=up_1_5__atr_return_1d=rel_soft_dn,"Discovery Acao: compra no open, alvo +1% / stop -4% / cap 5D | Retorno acumulado 5D: alta de 1% a 3%; Inclinacao da MM50 em 10D: acima leve; Retorno 1D normalizado por ATR: levemente abaixo",asset_state_discovery_round1,asset_long_open_tp1_sl4_cap5,"Discovery Acao: compra no open, alvo +1% / stop -4% / cap 5D",long,open,1.0000,4.0000,5,3,Retorno acumulado 5D: alta de 1% a 3%; Inclinacao da MM50 em 10D: acima leve; Retorno 1D normalizado por ATR: levemente abaixo,"prev_ret_5d,sma50_slope_10d,atr_return_1d",0.0000,66,220,198,90.0000,198,90.0000,198,90.0000,15,6.8182,7,3.1818,0.5766,0.5766,126.8585,247.3568,2.7832,2025-04-23,2026-04-13,percent,,
492.6356,asset_long_open_tp1_sl4_cap5__3f__sma20_slope_5d=near__gap_vs_atr14=rel_soft_dn__day_of_week=fri,"Discovery Acao: compra no open, alvo +1% / stop -4% / cap 5D | Inclinacao da MM20 em 5D: perto do equilibrio; Gap vs ATR14: levemente abaixo; Dia da semana: sexta-feira",asset_state_discovery_round1,asset_long_open_tp1_sl4_cap5,"Discovery Acao: compra no open, alvo +1% / stop -4% / cap 5D",long,open,1.0000,4.0000,5,3,Inclinacao da MM20 em 5D: perto do equilibrio; Gap vs ATR14: levemente abaixo; Dia da semana: sexta-feira,"sma20_slope_5d,gap_vs_atr14,day_of_week",0.0000,69,244,220,90.1639,220,90.1639,220,90.1639,17,6.9672,7,2.8689,0.5674,0.5674,138.4481,288.8662,2.6977,2025-04-25,2026-03-27,percent,,
489.0377,asset_long_open_tp1_sl4_cap5__3f__prev_ret_1d=flat__gap_vs_atr14=rel_soft_dn__day_of_week=fri,"Discovery Acao: compra no open, alvo +1% / stop -4% / cap 5D | Retorno acumulado 1D: neutro; Gap vs ATR14: levemente abaixo; Dia da semana: sexta-feira",asset_state_discovery_round1,asset_long_open_tp1_sl4_cap5,"Discovery Acao: compra no open, alvo +1% / stop -4% / cap 5D",long,open,1.0000,4.0000,5,3,Retorno acumulado 1D: neutro; Gap vs ATR14: levemente abaixo; Dia da semana: sexta-feira,"prev_ret_1d,gap_vs_atr14,day_of_week",0.0000,70,221,199,90.0452,199,90.0452,199,90.0452,16,7.2398,6,2.7149,0.5534,0.5534,122.2979,231.5177,2.5945,2025-04-25,2026-03-27,percent,,
488.9680,asset_long_open_tp1_sl4_cap5__3f__sma20_vs_sma50=dn_1_5__atr_return_1d=rel_near__atr_return_5d=rel_soft_up,"Discovery Acao: compra no open, alvo +1% / stop -4% / cap 5D | MM20 vs MM50: abaixo leve; Retorno 1D normalizado por ATR: perto do normal; Retorno 5D normalizado por ATR: levemente acima",asset_state_discovery_round1,asset_long_open_tp1_sl4_cap5,"Discovery Acao: compra no open, alvo +1% / stop -4% / cap 5D",long,open,1.0000,4.0000,5,3,MM20 vs MM50: abaixo leve; Retorno 1D normalizado por ATR: perto do normal; Retorno 5D normalizado por ATR: levemente acima,"sma20_vs_sma50,atr_return_1d,atr_return_5d",0.0000,67,231,208,90.0433,208,90.0433,208,90.0433,18,7.7922,5,2.1645,0.5570,0.5570,128.6658,252.7962,2.6218,2025-04-22,2026-04-13,percent,,
485.3114,asset_long_open_tp1_sl4_cap5__3f__sma20_vs_sma50=near__volume_ratio_20d=high__close_vs_ema21=up_1_5,"Discovery Acao: compra no open, alvo +1% / stop -4% / cap 5D | MM20 vs MM50: perto do equilibrio; Volume vs media 20D: alto; Fechamento vs EMA21: acima leve",asset_state_discovery_round1,asset_long_open_tp1_sl4_cap5,"Discovery Acao: compra no open, alvo +1% / stop -4% / cap 5D",long,open,1.0000,4.0000,5,3,MM20 vs MM50: perto do equilibrio; Volume vs media 20D: alto; Fechamento vs EMA21: acima leve,"sma20_vs_sma50,volume_ratio_20d,close_vs_ema21",0.0000,63,200,180,90.0000,180,90.0000,180,90.0000,16,8.0000,4,2.0000,0.5436,0.5436,108.7238,189.9178,2.5254,2025-04-22,2026-04-13,percent,,
